registry_id,registry_status,seed,n_splits,fold_index,fold_number,split,subject_id,record_ids,activity_raw,activity_binary,runtime_split_recomputation_allowed,source_manifest_sha256,independence_claim
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,0,1,oof,s4,"[""s4_run"",""s4_sit"",""s4_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,0,1,train,s5,"[""s5_run"",""s5_sit"",""s5_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,0,1,oof,s6,"[""s6_run"",""s6_sit"",""s6_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,0,1,train,s7,"[""s7_run"",""s7_sit"",""s7_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,0,1,train,s8,"[""s8_run"",""s8_sit"",""s8_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,0,1,train,s9,"[""s9_run"",""s9_sit"",""s9_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,1,2,train,s1,"[""s1_run"",""s1_sit"",""s1_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,1,2,train,s10,"[""s10_run"",""s10_sit"",""s10_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,1,2,oof,s11,"[""s11_run"",""s11_sit"",""s11_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,1,2,oof,s12,"[""s12_run"",""s12_sit"",""s12_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,1,2,train,s13,"[""s13_run"",""s13_sit"",""s13_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,1,2,train,s14,"[""s14_run"",""s14_sit"",""s14_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,1,2,train,s15,"[""s15_run"",""s15_sit"",""s15_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,1,2,train,s16,"[""s16_run"",""s16_sit"",""s16_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,1,2,train,s17,"[""s17_run"",""s17_sit"",""s17_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,1,2,train,s18,"[""s18_run"",""s18_sit"",""s18_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,1,2,train,s19,"[""s19_run"",""s19_sit"",""s19_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,1,2,train,s2,"[""s2_run"",""s2_sit"",""s2_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,1,2,train,s20,"[""s20_run"",""s20_sit"",""s20_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,1,2,oof,s21,"[""s21_run"",""s21_sit"",""s21_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,1,2,train,s22,"[""s22_run"",""s22_sit"",""s22_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,1,2,train,s3,"[""s3_run"",""s3_sit"",""s3_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,1,2,train,s4,"[""s4_run"",""s4_sit"",""s4_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,1,2,train,s5,"[""s5_run"",""s5_sit"",""s5_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,1,2,train,s6,"[""s6_run"",""s6_sit"",""s6_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,1,2,oof,s7,"[""s7_run"",""s7_sit"",""s7_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,1,2,train,s8,"[""s8_run"",""s8_sit"",""s8_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,1,2,oof,s9,"[""s9_run"",""s9_sit"",""s9_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,2,3,oof,s1,"[""s1_run"",""s1_sit"",""s1_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,2,3,train,s10,"[""s10_run"",""s10_sit"",""s10_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,2,3,train,s11,"[""s11_run"",""s11_sit"",""s11_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,2,3,train,s12,"[""s12_run"",""s12_sit"",""s12_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,2,3,train,s13,"[""s13_run"",""s13_sit"",""s13_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,2,3,train,s14,"[""s14_run"",""s14_sit"",""s14_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,2,3,train,s15,"[""s15_run"",""s15_sit"",""s15_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,2,3,train,s16,"[""s16_run"",""s16_sit"",""s16_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,2,3,train,s17,"[""s17_run"",""s17_sit"",""s17_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,2,3,train,s18,"[""s18_run"",""s18_sit"",""s18_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,2,3,train,s19,"[""s19_run"",""s19_sit"",""s19_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,2,3,train,s2,"[""s2_run"",""s2_sit"",""s2_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,2,3,train,s20,"[""s20_run"",""s20_sit"",""s20_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,2,3,train,s21,"[""s21_run"",""s21_sit"",""s21_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,2,3,oof,s22,"[""s22_run"",""s22_sit"",""s22_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,2,3,oof,s3,"[""s3_run"",""s3_sit"",""s3_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,2,3,train,s4,"[""s4_run"",""s4_sit"",""s4_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,2,3,train,s5,"[""s5_run"",""s5_sit"",""s5_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,2,3,train,s6,"[""s6_run"",""s6_sit"",""s6_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,2,3,train,s7,"[""s7_run"",""s7_sit"",""s7_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,2,3,oof,s8,"[""s8_run"",""s8_sit"",""s8_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,2,3,train,s9,"[""s9_run"",""s9_sit"",""s9_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,3,4,train,s1,"[""s1_run"",""s1_sit"",""s1_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,3,4,oof,s10,"[""s10_run"",""s10_sit"",""s10_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,3,4,train,s11,"[""s11_run"",""s11_sit"",""s11_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,3,4,train,s12,"[""s12_run"",""s12_sit"",""s12_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,3,4,train,s13,"[""s13_run"",""s13_sit"",""s13_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,3,4,oof,s14,"[""s14_run"",""s14_sit"",""s14_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,3,4,train,s15,"[""s15_run"",""s15_sit"",""s15_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,3,4,oof,s16,"[""s16_run"",""s16_sit"",""s16_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,3,4,train,s17,"[""s17_run"",""s17_sit"",""s17_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,3,4,train,s18,"[""s18_run"",""s18_sit"",""s18_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,3,4,train,s19,"[""s19_run"",""s19_sit"",""s19_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,3,4,train,s2,"[""s2_run"",""s2_sit"",""s2_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,3,4,train,s20,"[""s20_run"",""s20_sit"",""s20_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,3,4,train,s21,"[""s21_run"",""s21_sit"",""s21_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,3,4,train,s22,"[""s22_run"",""s22_sit"",""s22_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,3,4,train,s3,"[""s3_run"",""s3_sit"",""s3_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,3,4,train,s4,"[""s4_run"",""s4_sit"",""s4_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,3,4,oof,s5,"[""s5_run"",""s5_sit"",""s5_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,3,4,train,s6,"[""s6_run"",""s6_sit"",""s6_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
v1_provisional_external_grouped_split_seed42,provisional_pending_v2_human_confirmation,42,5,3,4,train,s7,"[""s7_run"",""s7_sit"",""s7_walk""]","[""run"",""sit"",""walk""]","[""motion"",""static""]",false,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e,none_not_an_independent_external_test
