contract_schema_version,dataset_id,record_id,subject_id,source_files,canonical_representation,activity_raw,activity_binary,activity_label_source,container_grid_fs_hz,channel_rate_detail,ppg_channels,ppg_placement,ppg_wavelength_status,ecg_channels,ecg_reference_type,imu_channels,imu_unit_status,checksum_sha256,checksum_status,inclusion_status,inclusion_reason,known_quality_flags,evaluation_role,independence_claim,resampling_required,target_internal_fs_hz,source_manifest_sha256
external_records_v2,ptt_ppg_1_1_0_local,s13_sit,s13,"[""csv/s13_sit.csv"",""s13_sit.hea"",""s13_sit.dat"",""s13_sit.atr""]",csv/s13_sit.csv,sit,static,record_name_official_protocol,500,PPG_acquisition_1000_to_export_500;ECG_IMU_500;loadcell_80;temperature_10,pleth_1..pleth_6,left_index_finger_distal_and_proximal,project_adopted_distal_pleth_1_red_pleth_2_ir_v2,three_lead_ra_la_ll_exported_ecg,manually_verified_r_peaks,accelerometer_xyz;gyroscope_xyz,declared_g_but_values_and_code_inference_conflict,7f087e469ad340bf1db11846b181b6c614adce6c541ac045dc5103b84a153b73,official_entry_and_full_snapshot_audit_pass,included,synchronized_ppg_ecg_imu_and_manual_verified_peaks,,heartbeat_motion_benchmark_candidate,none_not_an_independent_external_test,true,400,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e
external_records_v2,ptt_ppg_1_1_0_local,s13_walk,s13,"[""csv/s13_walk.csv"",""s13_walk.hea"",""s13_walk.dat"",""s13_walk.atr""]",csv/s13_walk.csv,walk,motion,record_name_official_protocol,500,PPG_acquisition_1000_to_export_500;ECG_IMU_500;loadcell_80;temperature_10,pleth_1..pleth_6,left_index_finger_distal_and_proximal,project_adopted_distal_pleth_1_red_pleth_2_ir_v2,three_lead_ra_la_ll_exported_ecg,manually_verified_r_peaks,accelerometer_xyz;gyroscope_xyz,declared_g_but_values_and_code_inference_conflict,62b01788f585e772e3e72de403dab0917888797738854ff895d1b58b78d8f75d,official_entry_and_full_snapshot_audit_pass,included,synchronized_ppg_ecg_imu_and_manual_verified_peaks,known_noisy_ecg_and_possible_imu_single_sample_artifact,heartbeat_motion_benchmark_candidate,none_not_an_independent_external_test,true,400,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e
external_records_v2,ptt_ppg_1_1_0_local,s14_run,s14,"[""csv/s14_run.csv"",""s14_run.hea"",""s14_run.dat"",""s14_run.atr""]",csv/s14_run.csv,run,motion,record_name_official_protocol,500,PPG_acquisition_1000_to_export_500;ECG_IMU_500;loadcell_80;temperature_10,pleth_1..pleth_6,left_index_finger_distal_and_proximal,project_adopted_distal_pleth_1_red_pleth_2_ir_v2,three_lead_ra_la_ll_exported_ecg,manually_verified_r_peaks,accelerometer_xyz;gyroscope_xyz,declared_g_but_values_and_code_inference_conflict,c3c88816c0858621937f775093d34e0d8580daf34682398275e67cb0d4930f2d,official_entry_and_full_snapshot_audit_pass,included,synchronized_ppg_ecg_imu_and_manual_verified_peaks,,heartbeat_motion_benchmark_candidate,none_not_an_independent_external_test,true,400,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e
external_records_v2,ptt_ppg_1_1_0_local,s14_sit,s14,"[""csv/s14_sit.csv"",""s14_sit.hea"",""s14_sit.dat"",""s14_sit.atr""]",csv/s14_sit.csv,sit,static,record_name_official_protocol,500,PPG_acquisition_1000_to_export_500;ECG_IMU_500;loadcell_80;temperature_10,pleth_1..pleth_6,left_index_finger_distal_and_proximal,project_adopted_distal_pleth_1_red_pleth_2_ir_v2,three_lead_ra_la_ll_exported_ecg,manually_verified_r_peaks,accelerometer_xyz;gyroscope_xyz,declared_g_but_values_and_code_inference_conflict,024f7209f7b1d1e1f2ea630832cb010adf2bcc934f0cbe4e26772f76a1b2f1f5,official_entry_and_full_snapshot_audit_pass,included,synchronized_ppg_ecg_imu_and_manual_verified_peaks,,heartbeat_motion_benchmark_candidate,none_not_an_independent_external_test,true,400,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e
external_records_v2,ptt_ppg_1_1_0_local,s14_walk,s14,"[""csv/s14_walk.csv"",""s14_walk.hea"",""s14_walk.dat"",""s14_walk.atr""]",csv/s14_walk.csv,walk,motion,record_name_official_protocol,500,PPG_acquisition_1000_to_export_500;ECG_IMU_500;loadcell_80;temperature_10,pleth_1..pleth_6,left_index_finger_distal_and_proximal,project_adopted_distal_pleth_1_red_pleth_2_ir_v2,three_lead_ra_la_ll_exported_ecg,manually_verified_r_peaks,accelerometer_xyz;gyroscope_xyz,declared_g_but_values_and_code_inference_conflict,f738fb39d1673a693b2e4ae8a8e7ebdf379cc9641c59cdfdec10e336e20ea70d,official_entry_and_full_snapshot_audit_pass,included,synchronized_ppg_ecg_imu_and_manual_verified_peaks,,heartbeat_motion_benchmark_candidate,none_not_an_independent_external_test,true,400,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e
external_records_v2,ptt_ppg_1_1_0_local,s15_run,s15,"[""csv/s15_run.csv"",""s15_run.hea"",""s15_run.dat"",""s15_run.atr""]",csv/s15_run.csv,run,motion,record_name_official_protocol,500,PPG_acquisition_1000_to_export_500;ECG_IMU_500;loadcell_80;temperature_10,pleth_1..pleth_6,left_index_finger_distal_and_proximal,project_adopted_distal_pleth_1_red_pleth_2_ir_v2,three_lead_ra_la_ll_exported_ecg,manually_verified_r_peaks,accelerometer_xyz;gyroscope_xyz,declared_g_but_values_and_code_inference_conflict,f21474565c590e2977a7f605acc445672413e16b37256f041ce9a5cf20cc13d6,official_entry_and_full_snapshot_audit_pass,included,synchronized_ppg_ecg_imu_and_manual_verified_peaks,,heartbeat_motion_benchmark_candidate,none_not_an_independent_external_test,true,400,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e
external_records_v2,ptt_ppg_1_1_0_local,s15_sit,s15,"[""csv/s15_sit.csv"",""s15_sit.hea"",""s15_sit.dat"",""s15_sit.atr""]",csv/s15_sit.csv,sit,static,record_name_official_protocol,500,PPG_acquisition_1000_to_export_500;ECG_IMU_500;loadcell_80;temperature_10,pleth_1..pleth_6,left_index_finger_distal_and_proximal,project_adopted_distal_pleth_1_red_pleth_2_ir_v2,three_lead_ra_la_ll_exported_ecg,manually_verified_r_peaks,accelerometer_xyz;gyroscope_xyz,declared_g_but_values_and_code_inference_conflict,2efc0f83ad72b0411895aae3d4afa886ce5d0cb773eb89625cd58fb845d2fc58,official_entry_and_full_snapshot_audit_pass,included,synchronized_ppg_ecg_imu_and_manual_verified_peaks,,heartbeat_motion_benchmark_candidate,none_not_an_independent_external_test,true,400,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e
external_records_v2,ptt_ppg_1_1_0_local,s15_walk,s15,"[""csv/s15_walk.csv"",""s15_walk.hea"",""s15_walk.dat"",""s15_walk.atr""]",csv/s15_walk.csv,walk,motion,record_name_official_protocol,500,PPG_acquisition_1000_to_export_500;ECG_IMU_500;loadcell_80;temperature_10,pleth_1..pleth_6,left_index_finger_distal_and_proximal,project_adopted_distal_pleth_1_red_pleth_2_ir_v2,three_lead_ra_la_ll_exported_ecg,manually_verified_r_peaks,accelerometer_xyz;gyroscope_xyz,declared_g_but_values_and_code_inference_conflict,0607e41eefee9aae44e9795044bf20cf95feb42682702fa6d0eb29c1428bf4ac,official_entry_and_full_snapshot_audit_pass,included,synchronized_ppg_ecg_imu_and_manual_verified_peaks,,heartbeat_motion_benchmark_candidate,none_not_an_independent_external_test,true,400,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e
external_records_v2,ptt_ppg_1_1_0_local,s16_run,s16,"[""csv/s16_run.csv"",""s16_run.hea"",""s16_run.dat"",""s16_run.atr""]",csv/s16_run.csv,run,motion,record_name_official_protocol,500,PPG_acquisition_1000_to_export_500;ECG_IMU_500;loadcell_80;temperature_10,pleth_1..pleth_6,left_index_finger_distal_and_proximal,project_adopted_distal_pleth_1_red_pleth_2_ir_v2,three_lead_ra_la_ll_exported_ecg,manually_verified_r_peaks,accelerometer_xyz;gyroscope_xyz,declared_g_but_values_and_code_inference_conflict,4d765da2c26af1776dee09167e29bacaf9235e2ec919f32d097c0d02c56be552,official_entry_and_full_snapshot_audit_pass,included,synchronized_ppg_ecg_imu_and_manual_verified_peaks,,heartbeat_motion_benchmark_candidate,none_not_an_independent_external_test,true,400,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e
external_records_v2,ptt_ppg_1_1_0_local,s16_sit,s16,"[""csv/s16_sit.csv"",""s16_sit.hea"",""s16_sit.dat"",""s16_sit.atr""]",csv/s16_sit.csv,sit,static,record_name_official_protocol,500,PPG_acquisition_1000_to_export_500;ECG_IMU_500;loadcell_80;temperature_10,pleth_1..pleth_6,left_index_finger_distal_and_proximal,project_adopted_distal_pleth_1_red_pleth_2_ir_v2,three_lead_ra_la_ll_exported_ecg,manually_verified_r_peaks,accelerometer_xyz;gyroscope_xyz,declared_g_but_values_and_code_inference_conflict,36819d4dc630ef2c38a2520b0ac98d160bda2cc521085e42eef5f73fb8710795,official_entry_and_full_snapshot_audit_pass,included,synchronized_ppg_ecg_imu_and_manual_verified_peaks,,heartbeat_motion_benchmark_candidate,none_not_an_independent_external_test,true,400,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e
external_records_v2,ptt_ppg_1_1_0_local,s16_walk,s16,"[""csv/s16_walk.csv"",""s16_walk.hea"",""s16_walk.dat"",""s16_walk.atr""]",csv/s16_walk.csv,walk,motion,record_name_official_protocol,500,PPG_acquisition_1000_to_export_500;ECG_IMU_500;loadcell_80;temperature_10,pleth_1..pleth_6,left_index_finger_distal_and_proximal,project_adopted_distal_pleth_1_red_pleth_2_ir_v2,three_lead_ra_la_ll_exported_ecg,manually_verified_r_peaks,accelerometer_xyz;gyroscope_xyz,declared_g_but_values_and_code_inference_conflict,e882ad2d34afb976dd25f2feb101c3a1cb6384a47c10806ece21ed7234f4dc71,official_entry_and_full_snapshot_audit_pass,included,synchronized_ppg_ecg_imu_and_manual_verified_peaks,,heartbeat_motion_benchmark_candidate,none_not_an_independent_external_test,true,400,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e
external_records_v2,ptt_ppg_1_1_0_local,s17_run,s17,"[""csv/s17_run.csv"",""s17_run.hea"",""s17_run.dat"",""s17_run.atr""]",csv/s17_run.csv,run,motion,record_name_official_protocol,500,PPG_acquisition_1000_to_export_500;ECG_IMU_500;loadcell_80;temperature_10,pleth_1..pleth_6,left_index_finger_distal_and_proximal,project_adopted_distal_pleth_1_red_pleth_2_ir_v2,three_lead_ra_la_ll_exported_ecg,manually_verified_r_peaks,accelerometer_xyz;gyroscope_xyz,declared_g_but_values_and_code_inference_conflict,5b207fdf6952f8f27ba05d2fe2b17b252584b9187b10949d9c5f0bcb18aad7f4,official_entry_and_full_snapshot_audit_pass,included,synchronized_ppg_ecg_imu_and_manual_verified_peaks,,heartbeat_motion_benchmark_candidate,none_not_an_independent_external_test,true,400,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e
external_records_v2,ptt_ppg_1_1_0_local,s17_sit,s17,"[""csv/s17_sit.csv"",""s17_sit.hea"",""s17_sit.dat"",""s17_sit.atr""]",csv/s17_sit.csv,sit,static,record_name_official_protocol,500,PPG_acquisition_1000_to_export_500;ECG_IMU_500;loadcell_80;temperature_10,pleth_1..pleth_6,left_index_finger_distal_and_proximal,project_adopted_distal_pleth_1_red_pleth_2_ir_v2,three_lead_ra_la_ll_exported_ecg,manually_verified_r_peaks,accelerometer_xyz;gyroscope_xyz,declared_g_but_values_and_code_inference_conflict,983a9e256e3fe0b8edff4b6a20cde19f4683df995518ef8443603e1583fe0c55,official_entry_and_full_snapshot_audit_pass,included,synchronized_ppg_ecg_imu_and_manual_verified_peaks,,heartbeat_motion_benchmark_candidate,none_not_an_independent_external_test,true,400,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e
external_records_v2,ptt_ppg_1_1_0_local,s17_walk,s17,"[""csv/s17_walk.csv"",""s17_walk.hea"",""s17_walk.dat"",""s17_walk.atr""]",csv/s17_walk.csv,walk,motion,record_name_official_protocol,500,PPG_acquisition_1000_to_export_500;ECG_IMU_500;loadcell_80;temperature_10,pleth_1..pleth_6,left_index_finger_distal_and_proximal,project_adopted_distal_pleth_1_red_pleth_2_ir_v2,three_lead_ra_la_ll_exported_ecg,manually_verified_r_peaks,accelerometer_xyz;gyroscope_xyz,declared_g_but_values_and_code_inference_conflict,25b25cb06e050211c35a455d1aa3024a2df05de416fc1406a3b7d902ad172479,official_entry_and_full_snapshot_audit_pass,included,synchronized_ppg_ecg_imu_and_manual_verified_peaks,,heartbeat_motion_benchmark_candidate,none_not_an_independent_external_test,true,400,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e
external_records_v2,ptt_ppg_1_1_0_local,s18_run,s18,"[""csv/s18_run.csv"",""s18_run.hea"",""s18_run.dat"",""s18_run.atr""]",csv/s18_run.csv,run,motion,record_name_official_protocol,500,PPG_acquisition_1000_to_export_500;ECG_IMU_500;loadcell_80;temperature_10,pleth_1..pleth_6,left_index_finger_distal_and_proximal,project_adopted_distal_pleth_1_red_pleth_2_ir_v2,three_lead_ra_la_ll_exported_ecg,manually_verified_r_peaks,accelerometer_xyz;gyroscope_xyz,declared_g_but_values_and_code_inference_conflict,902823e488e99f89451e78aeeaefd1cba167f2efb9746f80b498d6a10236e225,official_entry_and_full_snapshot_audit_pass,included,synchronized_ppg_ecg_imu_and_manual_verified_peaks,,heartbeat_motion_benchmark_candidate,none_not_an_independent_external_test,true,400,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e
external_records_v2,ptt_ppg_1_1_0_local,s18_sit,s18,"[""csv/s18_sit.csv"",""s18_sit.hea"",""s18_sit.dat"",""s18_sit.atr""]",csv/s18_sit.csv,sit,static,record_name_official_protocol,500,PPG_acquisition_1000_to_export_500;ECG_IMU_500;loadcell_80;temperature_10,pleth_1..pleth_6,left_index_finger_distal_and_proximal,project_adopted_distal_pleth_1_red_pleth_2_ir_v2,three_lead_ra_la_ll_exported_ecg,manually_verified_r_peaks,accelerometer_xyz;gyroscope_xyz,declared_g_but_values_and_code_inference_conflict,22d7014aa421d72938dfb681d34b3cf39887e0b67c376c9aff1753f4f5b98650,official_entry_and_full_snapshot_audit_pass,included,synchronized_ppg_ecg_imu_and_manual_verified_peaks,,heartbeat_motion_benchmark_candidate,none_not_an_independent_external_test,true,400,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e
external_records_v2,ptt_ppg_1_1_0_local,s18_walk,s18,"[""csv/s18_walk.csv"",""s18_walk.hea"",""s18_walk.dat"",""s18_walk.atr""]",csv/s18_walk.csv,walk,motion,record_name_official_protocol,500,PPG_acquisition_1000_to_export_500;ECG_IMU_500;loadcell_80;temperature_10,pleth_1..pleth_6,left_index_finger_distal_and_proximal,project_adopted_distal_pleth_1_red_pleth_2_ir_v2,three_lead_ra_la_ll_exported_ecg,manually_verified_r_peaks,accelerometer_xyz;gyroscope_xyz,declared_g_but_values_and_code_inference_conflict,435071308a28d4e10e7cf1d9c6f6d229d3d59cbf09df9e84f76ce43cbd2a1956,official_entry_and_full_snapshot_audit_pass,included,synchronized_ppg_ecg_imu_and_manual_verified_peaks,,heartbeat_motion_benchmark_candidate,none_not_an_independent_external_test,true,400,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e
external_records_v2,ptt_ppg_1_1_0_local,s19_run,s19,"[""csv/s19_run.csv"",""s19_run.hea"",""s19_run.dat"",""s19_run.atr""]",csv/s19_run.csv,run,motion,record_name_official_protocol,500,PPG_acquisition_1000_to_export_500;ECG_IMU_500;loadcell_80;temperature_10,pleth_1..pleth_6,left_index_finger_distal_and_proximal,project_adopted_distal_pleth_1_red_pleth_2_ir_v2,three_lead_ra_la_ll_exported_ecg,manually_verified_r_peaks,accelerometer_xyz;gyroscope_xyz,declared_g_but_values_and_code_inference_conflict,b593f72de9021a854d72c0b77c2e770b82536e14c474bb2d630eb645422f326d,official_entry_and_full_snapshot_audit_pass,included,synchronized_ppg_ecg_imu_and_manual_verified_peaks,,heartbeat_motion_benchmark_candidate,none_not_an_independent_external_test,true,400,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e
external_records_v2,ptt_ppg_1_1_0_local,s19_sit,s19,"[""csv/s19_sit.csv"",""s19_sit.hea"",""s19_sit.dat"",""s19_sit.atr""]",csv/s19_sit.csv,sit,static,record_name_official_protocol,500,PPG_acquisition_1000_to_export_500;ECG_IMU_500;loadcell_80;temperature_10,pleth_1..pleth_6,left_index_finger_distal_and_proximal,project_adopted_distal_pleth_1_red_pleth_2_ir_v2,three_lead_ra_la_ll_exported_ecg,manually_verified_r_peaks,accelerometer_xyz;gyroscope_xyz,declared_g_but_values_and_code_inference_conflict,fb75429194843ac2cea18a9064cc3424c1d271e18aff9e0593a8a7c2abf85bec,official_entry_and_full_snapshot_audit_pass,included,synchronized_ppg_ecg_imu_and_manual_verified_peaks,,heartbeat_motion_benchmark_candidate,none_not_an_independent_external_test,true,400,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e
external_records_v2,ptt_ppg_1_1_0_local,s19_walk,s19,"[""csv/s19_walk.csv"",""s19_walk.hea"",""s19_walk.dat"",""s19_walk.atr""]",csv/s19_walk.csv,walk,motion,record_name_official_protocol,500,PPG_acquisition_1000_to_export_500;ECG_IMU_500;loadcell_80;temperature_10,pleth_1..pleth_6,left_index_finger_distal_and_proximal,project_adopted_distal_pleth_1_red_pleth_2_ir_v2,three_lead_ra_la_ll_exported_ecg,manually_verified_r_peaks,accelerometer_xyz;gyroscope_xyz,declared_g_but_values_and_code_inference_conflict,e0db5c276bdb5978839479d11460581dad6cee784e36eeb320c97cc1c781a496,official_entry_and_full_snapshot_audit_pass,included,synchronized_ppg_ecg_imu_and_manual_verified_peaks,,heartbeat_motion_benchmark_candidate,none_not_an_independent_external_test,true,400,43ab3273346469e9f689ce32da9c5ad280d0a53a8bc8864adf5716f40f9f024e
