split_identity_sha256,repeat,fold,split_seed,split_registry_path,materialized_split_csv_sha256,declared_source_registry_json_file_sha256,declared_source_registry_payload_sha256,train_participant_count,oof_participant_count,train_oof_overlap_count,train_participant_roster_sha256,oof_participant_roster_sha256,train_participant_ids,oof_participant_ids,case_ids,audit_status
317be2c61e13790a922ca40e02831c8730373692242fb7adf3f8ad0fda5999f9,2,0,20042,splits/sgkf5_repeated_grouped_5x5_v2.csv,1693fc71b79411d166b79b56f840bce89b2bfca3d51ab755c85d567ad560b702,c80e780d60162ff1132101ee368ee3a55d95f3c7a6d51a5c9a8feec8605d388c,0bca827fa8e4f9679b6ee9435b5497a60d91e74ddb366e058fc69614fb007f46,23,6,0,fc60e5aa3b3b3d6903ddf821d4a3e371a390e343524b89cf1365390c5f4773da,e17939bf59acacf62ef3b573d9e60bdd32a7cf013a079df58681cbe3bba3fac6,"[""AB_01"", ""AKE28_03"", ""ATA20_01"", ""BRA36_02"", ""EE_02"", ""ERL70_04"", ""ERO01_02"", ""FNA75_03"", ""GDO22_03"", ""GME22_02"", ""IGB00_03"", ""INE13_04"", ""KMO19_01"", ""MHT21_03"", ""MIA82_04"", ""MIE14_02"", ""MKU07_04"", ""MOA19_03"", ""SDI19_04"", ""SJI29_02"", ""STE072_01"", ""TSR08_01"", ""UTI13_04""]","[""AKO19_01"", ""AMI33_01"", ""GRU27_01"", ""HEA19_04"", ""HZA20_02"", ""MSE28_01""]","[""b16_lr1e-3"", ""b16_lr3e-4"", ""b32_lr3e-4""]",PASS
0a29df73e1697ec9e031f16297ff66d2370ddf13b89c92492a983c713ff8a0d4,2,1,20042,splits/sgkf5_repeated_grouped_5x5_v2.csv,1693fc71b79411d166b79b56f840bce89b2bfca3d51ab755c85d567ad560b702,c80e780d60162ff1132101ee368ee3a55d95f3c7a6d51a5c9a8feec8605d388c,0bca827fa8e4f9679b6ee9435b5497a60d91e74ddb366e058fc69614fb007f46,23,6,0,2421cadafd2612ccecfa133d533c8a5e96020a6fa06d10396d08facdb193ab7d,38399dbc1e6489b3bc406fe1bf63af63a7c18e86db6711aa509f13e549d24965,"[""AKO19_01"", ""AMI33_01"", ""ATA20_01"", ""BRA36_02"", ""EE_02"", ""ERO01_02"", ""GDO22_03"", ""GRU27_01"", ""HEA19_04"", ""HZA20_02"", ""IGB00_03"", ""INE13_04"", ""KMO19_01"", ""MHT21_03"", ""MIE14_02"", ""MKU07_04"", ""MOA19_03"", ""MSE28_01"", ""SDI19_04"", ""SJI29_02"", ""STE072_01"", ""TSR08_01"", ""UTI13_04""]","[""AB_01"", ""AKE28_03"", ""ERL70_04"", ""FNA75_03"", ""GME22_02"", ""MIA82_04""]","[""b16_lr1e-3"", ""b16_lr3e-4"", ""b32_lr3e-4""]",PASS
02ad1d4cbb85e5db5014b25cfcb1eb9c8db74cf4916412dc85cdfa1a0d1577a9,2,2,20042,splits/sgkf5_repeated_grouped_5x5_v2.csv,1693fc71b79411d166b79b56f840bce89b2bfca3d51ab755c85d567ad560b702,c80e780d60162ff1132101ee368ee3a55d95f3c7a6d51a5c9a8feec8605d388c,0bca827fa8e4f9679b6ee9435b5497a60d91e74ddb366e058fc69614fb007f46,23,6,0,68de4015135841063eb9cae50010f717e2fb2bbb467d1ab7fd19d4a4d7cf46e1,aeb9d508e51347c3d085fee3d4bb06b6f08fc13f2095fb92d8c2ecb889a3ac44,"[""AB_01"", ""AKE28_03"", ""AKO19_01"", ""AMI33_01"", ""BRA36_02"", ""EE_02"", ""ERL70_04"", ""ERO01_02"", ""FNA75_03"", ""GDO22_03"", ""GME22_02"", ""GRU27_01"", ""HEA19_04"", ""HZA20_02"", ""INE13_04"", ""MHT21_03"", ""MIA82_04"", ""MKU07_04"", ""MOA19_03"", ""MSE28_01"", ""SDI19_04"", ""TSR08_01"", ""UTI13_04""]","[""ATA20_01"", ""IGB00_03"", ""KMO19_01"", ""MIE14_02"", ""SJI29_02"", ""STE072_01""]","[""b16_lr1e-3"", ""b16_lr3e-4"", ""b32_lr3e-4""]",PASS
c170d07d5d33c7991fa9056e84f431ba4c60a842416dfd667bb62acccb47f490,2,3,20042,splits/sgkf5_repeated_grouped_5x5_v2.csv,1693fc71b79411d166b79b56f840bce89b2bfca3d51ab755c85d567ad560b702,c80e780d60162ff1132101ee368ee3a55d95f3c7a6d51a5c9a8feec8605d388c,0bca827fa8e4f9679b6ee9435b5497a60d91e74ddb366e058fc69614fb007f46,23,6,0,5f9367e0b291099d8565bdcf5486848f0fa54edb91d54ec52cfc6a8f8b7ffb27,c2d63d55772d4e22bc2af0572304bfab3dc524ae762c93a5b9d053d71062f0a1,"[""AB_01"", ""AKE28_03"", ""AKO19_01"", ""AMI33_01"", ""ATA20_01"", ""ERL70_04"", ""ERO01_02"", ""FNA75_03"", ""GDO22_03"", ""GME22_02"", ""GRU27_01"", ""HEA19_04"", ""HZA20_02"", ""IGB00_03"", ""KMO19_01"", ""MIA82_04"", ""MIE14_02"", ""MSE28_01"", ""SDI19_04"", ""SJI29_02"", ""STE072_01"", ""TSR08_01"", ""UTI13_04""]","[""BRA36_02"", ""EE_02"", ""INE13_04"", ""MHT21_03"", ""MKU07_04"", ""MOA19_03""]","[""b16_lr1e-3"", ""b16_lr3e-4"", ""b32_lr3e-4""]",PASS
d8dc10a2e86af78b2813932ab8667b729a7bb77054b0fd256eddc433327ca922,2,4,20042,splits/sgkf5_repeated_grouped_5x5_v2.csv,1693fc71b79411d166b79b56f840bce89b2bfca3d51ab755c85d567ad560b702,c80e780d60162ff1132101ee368ee3a55d95f3c7a6d51a5c9a8feec8605d388c,0bca827fa8e4f9679b6ee9435b5497a60d91e74ddb366e058fc69614fb007f46,24,5,0,2e5ed40f2ad15c7935b2df047df9bc1c46039e556a9473e5574c0bcbcf185fac,0363b88842d452ea0abcfb77fec68e058882cd7b8c656ab285dd56402745677a,"[""AB_01"", ""AKE28_03"", ""AKO19_01"", ""AMI33_01"", ""ATA20_01"", ""BRA36_02"", ""EE_02"", ""ERL70_04"", ""FNA75_03"", ""GME22_02"", ""GRU27_01"", ""HEA19_04"", ""HZA20_02"", ""IGB00_03"", ""INE13_04"", ""KMO19_01"", ""MHT21_03"", ""MIA82_04"", ""MIE14_02"", ""MKU07_04"", ""MOA19_03"", ""MSE28_01"", ""SJI29_02"", ""STE072_01""]","[""ERO01_02"", ""GDO22_03"", ""SDI19_04"", ""TSR08_01"", ""UTI13_04""]","[""b16_lr1e-3"", ""b16_lr3e-4"", ""b32_lr3e-4""]",PASS
0c98ab483932ce51b926081d2b42799ed4ca42eb0eb153a6cfd22cd68f8f21e7,3,0,30042,splits/sgkf5_repeated_grouped_5x5_v2.csv,1693fc71b79411d166b79b56f840bce89b2bfca3d51ab755c85d567ad560b702,c80e780d60162ff1132101ee368ee3a55d95f3c7a6d51a5c9a8feec8605d388c,0bca827fa8e4f9679b6ee9435b5497a60d91e74ddb366e058fc69614fb007f46,23,6,0,5a0f590a12c3b05e3c4292a7616072c046183899a09b5f31502e8aa535a004bc,c5f1f629913ad916cf9bdaf33c3ac44ccd11c6bed3ebd388ba570e2a27f55b86,"[""AB_01"", ""AKE28_03"", ""AKO19_01"", ""AMI33_01"", ""ATA20_01"", ""BRA36_02"", ""EE_02"", ""ERO01_02"", ""FNA75_03"", ""GDO22_03"", ""GME22_02"", ""GRU27_01"", ""IGB00_03"", ""KMO19_01"", ""MHT21_03"", ""MIA82_04"", ""MKU07_04"", ""MOA19_03"", ""MSE28_01"", ""SDI19_04"", ""SJI29_02"", ""STE072_01"", ""TSR08_01""]","[""ERL70_04"", ""HEA19_04"", ""HZA20_02"", ""INE13_04"", ""MIE14_02"", ""UTI13_04""]","[""b16_lr1e-3"", ""b16_lr3e-4"", ""b32_lr3e-4""]",PASS
cdbdb34a24464d19e1f01ec7d83fb193cb6bff99a4220999c5dfefd88a36c4b8,3,1,30042,splits/sgkf5_repeated_grouped_5x5_v2.csv,1693fc71b79411d166b79b56f840bce89b2bfca3d51ab755c85d567ad560b702,c80e780d60162ff1132101ee368ee3a55d95f3c7a6d51a5c9a8feec8605d388c,0bca827fa8e4f9679b6ee9435b5497a60d91e74ddb366e058fc69614fb007f46,23,6,0,1afa2a8b6b406186b8acc3ce314c5e0ad2c29baa3f15a740a3560d55a1115816,3713fdfca09daeb21103786a13940cbc20b7978618e02854313c592981de48ab,"[""AB_01"", ""ATA20_01"", ""BRA36_02"", ""ERL70_04"", ""ERO01_02"", ""FNA75_03"", ""GDO22_03"", ""GME22_02"", ""GRU27_01"", ""HEA19_04"", ""HZA20_02"", ""IGB00_03"", ""INE13_04"", ""KMO19_01"", ""MIE14_02"", ""MKU07_04"", ""MOA19_03"", ""MSE28_01"", ""SDI19_04"", ""SJI29_02"", ""STE072_01"", ""TSR08_01"", ""UTI13_04""]","[""AKE28_03"", ""AKO19_01"", ""AMI33_01"", ""EE_02"", ""MHT21_03"", ""MIA82_04""]","[""b16_lr1e-3"", ""b16_lr3e-4"", ""b32_lr3e-4""]",PASS
dd5e378526a22ad6eaa842da6f4b5abcd61f44517e2cf695265849c4d1d1c9eb,3,2,30042,splits/sgkf5_repeated_grouped_5x5_v2.csv,1693fc71b79411d166b79b56f840bce89b2bfca3d51ab755c85d567ad560b702,c80e780d60162ff1132101ee368ee3a55d95f3c7a6d51a5c9a8feec8605d388c,0bca827fa8e4f9679b6ee9435b5497a60d91e74ddb366e058fc69614fb007f46,23,6,0,5a687a68d7b91a4d162e7ade319a051ad0787a13cf557d7b1a72842c27508597,14f65077ae7e3c59a93201b5c3e1ae0a69a06e551812d6398d580222b682b5d1,"[""AB_01"", ""AKE28_03"", ""AKO19_01"", ""AMI33_01"", ""BRA36_02"", ""EE_02"", ""ERL70_04"", ""FNA75_03"", ""GDO22_03"", ""GRU27_01"", ""HEA19_04"", ""HZA20_02"", ""IGB00_03"", ""INE13_04"", ""KMO19_01"", ""MHT21_03"", ""MIA82_04"", ""MIE14_02"", ""MSE28_01"", ""SDI19_04"", ""STE072_01"", ""TSR08_01"", ""UTI13_04""]","[""ATA20_01"", ""ERO01_02"", ""GME22_02"", ""MKU07_04"", ""MOA19_03"", ""SJI29_02""]","[""b16_lr1e-3"", ""b16_lr3e-4"", ""b32_lr3e-4""]",PASS
54ba5fd44ff3da1ed8c0688cb59795298fcbd9be0dfe2b1c6fd61036f5b8e458,3,3,30042,splits/sgkf5_repeated_grouped_5x5_v2.csv,1693fc71b79411d166b79b56f840bce89b2bfca3d51ab755c85d567ad560b702,c80e780d60162ff1132101ee368ee3a55d95f3c7a6d51a5c9a8feec8605d388c,0bca827fa8e4f9679b6ee9435b5497a60d91e74ddb366e058fc69614fb007f46,23,6,0,75a8c2a0617c7afc0ce94d440515f18635dfd0b66fd61202efda29b8f738cd9a,db74d2183f3c94d5e73d2aed951688aa7987c7947b01eb1abc21b85baa2ed5ff,"[""AKE28_03"", ""AKO19_01"", ""AMI33_01"", ""ATA20_01"", ""EE_02"", ""ERL70_04"", ""ERO01_02"", ""GME22_02"", ""GRU27_01"", ""HEA19_04"", ""HZA20_02"", ""INE13_04"", ""MHT21_03"", ""MIA82_04"", ""MIE14_02"", ""MKU07_04"", ""MOA19_03"", ""MSE28_01"", ""SDI19_04"", ""SJI29_02"", ""STE072_01"", ""TSR08_01"", ""UTI13_04""]","[""AB_01"", ""BRA36_02"", ""FNA75_03"", ""GDO22_03"", ""IGB00_03"", ""KMO19_01""]","[""b16_lr1e-3"", ""b16_lr3e-4"", ""b32_lr3e-4""]",PASS
25406defed8613b4981edbb84837216322d1d5dd61051bf1b9306feb63c934c8,3,4,30042,splits/sgkf5_repeated_grouped_5x5_v2.csv,1693fc71b79411d166b79b56f840bce89b2bfca3d51ab755c85d567ad560b702,c80e780d60162ff1132101ee368ee3a55d95f3c7a6d51a5c9a8feec8605d388c,0bca827fa8e4f9679b6ee9435b5497a60d91e74ddb366e058fc69614fb007f46,24,5,0,aeebf19a65d443cf83d411de51627aa65a14cdc6726454d32deac634acd67abd,453a06db390d3cccd8f8336a14f85f55bdb905864e010cfe2fa24582ecde1a0d,"[""AB_01"", ""AKE28_03"", ""AKO19_01"", ""AMI33_01"", ""ATA20_01"", ""BRA36_02"", ""EE_02"", ""ERL70_04"", ""ERO01_02"", ""FNA75_03"", ""GDO22_03"", ""GME22_02"", ""HEA19_04"", ""HZA20_02"", ""IGB00_03"", ""INE13_04"", ""KMO19_01"", ""MHT21_03"", ""MIA82_04"", ""MIE14_02"", ""MKU07_04"", ""MOA19_03"", ""SJI29_02"", ""UTI13_04""]","[""GRU27_01"", ""MSE28_01"", ""SDI19_04"", ""STE072_01"", ""TSR08_01""]","[""b16_lr1e-3"", ""b16_lr3e-4"", ""b32_lr3e-4""]",PASS
3e2e68f893d4f2e6a8be3f8273e21520ff9372870fc6efbf7e1a8d04feb8155a,4,0,40042,splits/sgkf5_repeated_grouped_5x5_v2.csv,1693fc71b79411d166b79b56f840bce89b2bfca3d51ab755c85d567ad560b702,c80e780d60162ff1132101ee368ee3a55d95f3c7a6d51a5c9a8feec8605d388c,0bca827fa8e4f9679b6ee9435b5497a60d91e74ddb366e058fc69614fb007f46,23,6,0,8c6dc8ceda2588e64f93d8c6f68a3a7d7386ba7b19a27406845a0366ea228c3f,b9daa2e013315ca7a7b75d1e6cea6fb76813b965891e04cf359f398aa3e88add,"[""AKE28_03"", ""AMI33_01"", ""ATA20_01"", ""EE_02"", ""ERL70_04"", ""ERO01_02"", ""FNA75_03"", ""GDO22_03"", ""GME22_02"", ""GRU27_01"", ""HEA19_04"", ""HZA20_02"", ""IGB00_03"", ""MHT21_03"", ""MIA82_04"", ""MIE14_02"", ""MKU07_04"", ""MOA19_03"", ""MSE28_01"", ""SDI19_04"", ""SJI29_02"", ""STE072_01"", ""TSR08_01""]","[""AB_01"", ""AKO19_01"", ""BRA36_02"", ""INE13_04"", ""KMO19_01"", ""UTI13_04""]","[""b16_lr1e-3"", ""b16_lr3e-4"", ""b32_lr3e-4""]",PASS
